Date,Weekly Sum of Daily Equity Values
TICKERS,"TH.HFPROXFLOW.EQ.IN.D"
 , 
1996-04-20,0.07320066051425016
1996-04-27,0.014476507397174697
1996-05-05,0.09746907219453685
1996-05-11,0.09365305013159453
1996-05-18,0.10043695805982629
1996-05-25,-0.02985046501667928
1996-06-01,0.04840768739786365
1996-06-09,0.000650967858982414
1996-06-15,-0.11283293417631651
1996-06-22,-0.02615398268726077
1996-06-30,-0.026369502215642597
1996-07-06,0.05563511243836644
1996-07-13,-0.07742685627021137
1996-07-20,-0.12931103594195925
1996-07-27,-0.14306447989884152
1996-08-03,-0.10020151291474039
1996-08-11,-0.03690203688371121
1996-08-17,-0.07266226080762056
1996-08-24,-0.022614704764445957
1996-08-31,-0.014882590706623787
1996-09-07,-0.08581395584126353
1996-09-14,-0.09433489255203675
1996-09-21,-0.018570328296223945
1996-09-28,-0.05561296514282391
1996-10-05,-0.07038603907568523
1996-10-12,-0.2653339066133042
1996-10-19,-0.0662141627901347
1996-10-26,-0.01878414866383168
1996-11-02,-0.0583525035314439
1996-11-09,0.07170966886382124
1996-11-16,0.019289906803667104
1996-11-23,-0.110185966262275
1996-11-30,-0.1251998567162961
1996-12-07,-0.1910753240093098
1996-12-14,-0.07666633724881672
1996-12-21,-0.09913360738181551
1996-12-28,-0.018371665109563562
1996-12-31,-0.004166735402254221
1997-01-04,-0.020557924338527205
1997-01-11,0.017476408893080567
1997-01-18,-0.01904638942391124
1997-01-25,0.07328376893863715
1997-02-01,-0.03590413166244157
1997-02-08,-0.11156100630352608
1997-02-15,-0.11589064514397823
1997-02-22,0.06173435950847871
1997-03-01,0.11640661528020192
1997-03-08,-0.0015424886061793167
1997-03-15,0.17616495566849769
1997-03-22,0.06677797493336897
1997-03-29,0.0679218557461572
1997-04-06,0.11740766249540285
1997-04-14,0.08938867546374901
1997-04-19,0.07194480488320329
1997-04-26,0.016348113786663572
1997-05-04,-0.0199866821763066
1997-05-10,-0.031507098642379036
1997-05-17,-0.1346999125400018
1997-05-24,-0.03934676051069423
1997-05-31,0.004039478477504365
1997-06-07,0.007744438008799415
1997-06-14,-0.007410954638335335
1997-06-21,0.06048294139968374
1997-06-28,0.22122104322121083
1997-07-05,0.36590231195908474
1997-07-12,0.1765858444472767
1997-07-20,0.12462100179328016
1997-07-26,0.08397770963636778
1997-08-02,0.1302586978051713
1997-08-09,-0.09818177143463189
1997-08-16,0.07084528471386649
1997-08-23,-0.019877308252245835
1997-08-30,-0.07789773685377258
1997-09-06,0.043609825468900944
1997-09-13,0.07355283598733997
1997-09-20,0.031970724123789596
1997-09-27,0.07904421615957857
1997-10-04,0.05453140453361336
1997-10-11,0.031518293913598526
1997-10-18,0.0024681164369704466
1997-10-25,-0.006285795210793611
1997-11-01,-0.040937227563998584
1997-11-08,-0.012035629542069364
1997-11-15,-0.035595310973284555
1997-11-22,-0.004577309246637742
1997-11-29,0.005370180795931979
1997-12-06,0.015587427740029353
1997-12-13,0.1397320067736585
1997-12-20,0.08023403920828065
1997-12-27,0.012895087171201495
1998-01-03,0.026679421930593018
1998-01-10,0.028730033399262486
1998-01-17,0.05883057619943799
1998-01-24,0.08543928828071706
1998-01-31,0.10100932843049296
1998-02-07,0.13960897577344872
1998-02-14,0.09470121758784755
1998-02-21,0.04769905167741656
1998-02-28,0.04908951973665508
1998-03-07,0.04533945146545807
1998-03-14,0.009439794982474981
1998-03-21,0.03024384290387108
1998-03-28,-0.030714556879081256
1998-04-05,-0.010118054832267177
1998-04-14,-0.005017851790539023
1998-04-18,0.014289038005919807
1998-04-25,-0.0016824547970624897
1998-05-02,-0.00009899998090992702
1998-05-10,-0.01491395425297333
1998-05-16,-0.0029118375314964784
1998-05-23,0.012133175661129862
1998-05-30,-0.0034506710949582737
1998-06-06,0.0034000884767299445
1998-06-13,-0.007124860519560919
1998-06-20,0.006184053334290541
1998-06-27,-0.010583774706249442
1998-07-04,0.0038930056805147944
1998-07-11,-0.0016917605018075203
1998-07-18,0.004383284627502178
1998-07-25,-0.021818288596745262
1998-08-01,-0.005211287604270693
1998-08-08,-0.015130228176897253
1998-08-15,-0.033562872557254174
1998-08-22,-0.0034142713152621
1998-08-29,-0.01293038356491042
1998-09-05,-0.005548422429100884
1998-09-12,0.01700826903436594
1998-09-19,0.013675975011164646
1998-09-26,0.025373687112057453
1998-10-03,-0.005372681869895464
1998-10-10,0.033681389639393315
1998-10-17,0.0105251738481711
1998-10-24,0.023124253018280236
1998-10-31,-0.013342251371130027
1998-11-07,0.002259730636208747
1998-11-14,-0.03436448119695898
1998-11-21,0.05159555702523551
1998-11-28,0.009089475541368646
1998-12-06,-0.026233571787546192
1998-12-12,0.015192602324205615
1998-12-19,-0.007638568820640932
1998-12-26,-0.0011884079650625406
1999-01-02,-0.0005125255006694796
1999-01-09,0.059028652562155434
1999-01-16,-0.037592196058194464
1999-01-23,-0.007126534219937572
1999-01-30,-0.03707421878270328
1999-02-06,-0.05191223953029331
1999-02-13,-0.005228965745559026
1999-02-20,0.0003134711290938225
1999-02-28,-0.003127192426623868
1999-03-06,-0.009589668935715822
1999-03-13,0.04230023309710025
1999-03-20,0.015255817934218435
1999-03-27,-0.00434684761147537
1999-04-03,-0.007098937627540068
1999-04-10,0.02196389283422419
1999-04-14,0.019517628353281025
1999-04-17,0.07106582543227252
1999-04-24,0.048451661033997964
1999-05-02,0.15285613834433842
1999-05-08,0.1797475954847432
1999-05-15,-0.04666562437964932
1999-05-22,-0.052402319094068575
1999-05-30,-0.04309478511432735
1999-06-05,0.032345113181559595
1999-06-12,0.05895604517056161
1999-06-19,0.005384650040019661
1999-06-26,0.02155116670562453
1999-07-03,-0.013831027125088487
1999-07-10,-0.07152683282730839
1999-07-17,-0.0021980535831184643
1999-07-24,-0.022706270904443857
1999-07-31,-0.09305156569754278
1999-08-07,-0.03646651405067447
1999-08-14,-0.03812212809199028
1999-08-21,-0.0033336985663212637
1999-08-28,0.06018662267540973
1999-09-04,-0.02938109762787257
1999-09-11,-0.02103461465928297
1999-09-18,-0.03476524180033437
1999-09-25,-0.07249246247947326
1999-10-02,-0.004163622646202795
1999-10-09,0.008291171530106273
1999-10-16,-0.019057981746983105
1999-10-24,-0.007720710490485235
1999-10-30,0.048822691977131794
1999-11-06,0.04756531061767859
1999-11-13,0.01576284482031673
1999-11-20,-0.03372228746495082
1999-11-27,-0.03352944644776945
1999-12-05,-0.02128859336297468
1999-12-11,-0.039419285685431966
1999-12-18,-0.031107215225578806
1999-12-25,0.02722811941260583
2000-01-02,-0.007837169886137394
2000-01-08,-0.04106602030400163
2000-01-15,-0.030897993938634273
2000-01-22,0.038590116052863416
2000-01-29,-0.03957737953713461
2000-02-05,-0.05980757264104422
2000-02-12,-0.041092265145698054
2000-02-20,-0.11356496110664349
2000-02-26,-0.08629549364767782
2000-03-04,-0.031044425576958995
2000-03-11,-0.01743266637126717
2000-03-18,-0.018418328761085727
2000-03-25,-0.0263492243124314
2000-04-01,-0.013866425217979012
2000-04-08,-0.03124875422901793
2000-04-15,-0.015608014374464317
2000-04-22,-0.06465671435503585
2000-04-30,-0.01198717456616428
2000-05-06,-0.018381463111170022
2000-05-13,-0.07489462516355416
2000-05-20,-0.03476480326001741
2000-05-27,-0.050627981630149727
2000-06-03,0.013562734923131937
2000-06-10,0.010093347397587065
2000-06-17,-0.029881331852020715
2000-06-24,-0.019427834629453692
2000-07-01,0.004522802806377602
2000-07-08,0.0007888190447105838
2000-07-16,-0.005734819214489325
2000-07-22,-0.02366527735822083
2000-07-29,-0.017241165157829114
2000-08-05,0.01641938285214125
2000-08-13,0.029663055728667634
2000-08-19,0.005531916841161981
2000-08-26,-0.006350705462137905
2000-09-02,-0.015171125979978661
2000-09-09,-0.013235196096476935
2000-09-16,-0.03570460217495154
2000-09-23,-0.026789088721263628
2000-09-30,-0.0036261653371151476
2000-10-07,-0.024098413658898577
2000-10-14,-0.0343599823610828
2000-10-22,0.04269030567127041
2000-10-28,0.030999192732159907
2000-11-04,0.009786786735470331
2000-11-11,0.04420185854966882
2000-11-18,-0.011673683327657515
2000-11-25,-0.01944508323263149
2000-12-02,-0.021088774045118018
2000-12-10,-0.019825512160089858
2000-12-16,-0.0056539918281911855
2000-12-23,-0.0034640005520893092
2001-01-01,-0.001742045198958741
2001-01-06,-0.0007239841503554306
2001-01-13,0.10076773347461776
2001-01-20,0.053608725877365995
2001-01-27,0.006121536928590118
2001-02-03,-0.007810384458932195
2001-02-10,-0.0061599769353334645
2001-02-17,-0.02320110972212249
2001-02-24,-0.01843756956065077
2001-03-03,-0.005920488247342284
2001-03-10,-0.010935102238042498
2001-03-17,-0.0243393471522853
2001-03-24,-0.0716402124917413
2001-03-31,-0.016970613774595876
2001-04-07,-0.02158171966352303
2001-04-15,-0.017831191960368167
2001-04-21,0.023077518767402914
2001-04-28,-0.005946090471536072
2001-05-07,0.010207455259622663
2001-05-12,0.009235463570020346
2001-05-19,-0.0031250797784476547
2001-05-26,0.0405684864878596
2001-06-02,-0.045434044333823434
2001-06-09,-0.025044197266953238
2001-06-16,0.016438482619251644
2001-06-23,0.0019546089370839053
2001-06-30,0.012021422017856758
2001-07-07,0.01040373221702714
2001-07-14,-0.011433803229870006
2001-07-21,-0.007881241437780512
2001-07-28,-0.010176504052980238
2001-08-04,-0.03965113708408455
2001-08-12,0.013849912554890376
2001-08-18,-0.01109784958533927
2001-08-25,0.020556416382375046
2001-09-01,0.044576882536863226
2001-09-08,0.018016914864276753
2001-09-15,0.03998655474401962
2001-09-22,0.0027509222316824842
2001-09-29,-0.01435053996933182
2001-10-06,-0.0037619408234387335
2001-10-13,-0.004822933409175648
2001-10-20,-0.01853909875752393
2001-10-27,-0.011919508714443505
2001-11-03,-0.014947914853992545
2001-11-10,-0.02597650706298714
2001-11-17,-0.01333425510485747
2001-11-24,0.07851487514942282
2001-12-01,0.005099511870556102
2001-12-09,0.025062140468386868
2001-12-15,-0.1353917591742625
2001-12-22,-0.030224795683812946
2001-12-31,-0.0054574956566587505
2002-01-05,0.02248663106030485
2002-01-12,0.03380035488709858
2002-01-19,0.04049588965675137
2002-01-26,0.08166151470100703
2002-02-02,0.03782801991320933
2002-02-09,0.03388334768545007
2002-02-16,0.04995741248108262
2002-02-23,-0.025964762715650236
2002-03-02,0.052249314489295054
2002-03-09,0.05831004145052843
2002-03-16,-0.0001286208718369818
2002-03-23,0.021814236208736477
2002-03-30,-0.002899067201307684
2002-04-07,0.0008815717846276192
2002-04-15,0.051848342889942084
2002-04-20,0.10648336100186517
2002-04-27,-0.032050684250026634
2002-05-05,-0.023365101722156903
2002-05-11,0.030150442781706224
2002-05-18,-0.012621595903852678
2002-05-26,0.07193710506679074
2002-06-01,0.16904448575864434
2002-06-08,0.0492548159255289
2002-06-15,0.006365272429456531
2002-06-22,-0.0875669899382325
2002-06-30,-0.05629509362465531
2002-07-06,-0.01754097186450493
2002-07-13,0.020335568607790403
2002-07-20,-0.026512208108826284
2002-07-27,-0.08532937412272946
2002-08-03,-0.009590539290157726
2002-08-11,-0.04789461377724923
2002-08-17,0.058411827005089706
2002-08-24,0.002276499765106325
2002-08-31,-0.014545278693473324
2002-09-07,-0.05393999197061211
2002-09-14,-0.0043003661149710465
2002-09-21,-0.00012301892677302195
2002-09-28,-0.022150184860226366
2002-10-05,-0.03029445285743019
2002-10-12,-0.03632798427279444
2002-10-19,0.04123653136612076
2002-10-26,0.04281876055337081
2002-11-02,0.00417734358966948
2002-11-09,-0.007269131940124294
2002-11-16,-0.05560501374610091
2002-11-23,0.012481857762570995
2002-11-30,0.008466443977168642
2002-12-07,-0.0006343199478027273
2002-12-14,-0.02060079717129949
2002-12-21,-0.021881437317011095
2002-12-31,-0.010620350063375012
2003-01-04,-0.008712856639430899
2003-01-11,0.03733989040667036
2003-01-18,0.05811676764297773
2003-01-25,0.08932898785657815
2003-02-01,0.0053954839285728735
2003-02-08,-0.00521782674609244
2003-02-16,-0.01293990811750793
2003-02-22,-0.045890434425750706
2003-03-01,-0.021953996503358462
2003-03-08,-0.017824251344758495
2003-03-15,-0.047967008958479274
2003-03-22,0.0008233407967592099
2003-03-29,0.013186146498001962
2003-04-06,-0.0010029524999783483
2003-04-14,-0.042240219129875495
2003-04-19,-0.01627293845830765
2003-04-26,-0.07102001230369243
2003-05-04,-0.025563964043996742
2003-05-10,0.0054085452100551806
2003-05-17,0.04238146746945516
2003-05-24,0.04991178622685047
2003-05-31,0.10995379038944658
2003-06-07,0.07955477586653284
2003-06-14,0.09773409913136173
2003-06-21,0.09531860353461233
2003-06-28,-0.000986280505046802
2003-07-05,0.05894086102138941
2003-07-13,-0.04143432381705084
2003-07-19,0.032231841162655636
2003-07-26,-0.0882982295874336
2003-08-02,0.0062948457080825165
2003-08-09,-0.015645333169759985
2003-08-16,0.08411786953136553
2003-08-23,0.04001160978703981
2003-08-30,-0.05401573239427285
2003-09-06,-0.02492027751933132
2003-09-13,-0.07787969057711626
2003-09-20,-0.13185822324471466
2003-09-27,-0.0396638289547379
2003-10-04,-0.07154864585211232
2003-10-11,0.08194224950473566
2003-10-18,-0.07296469717056742
2003-10-25,-0.07194186598066778
2003-11-01,-0.0229729098331267
2003-11-08,-0.01658492786668618
2003-11-15,-0.2162775496337419
2003-11-22,-0.3234925741459127
2003-11-29,0.02879445121793675
2003-12-06,0.14223589546604554
2003-12-13,0.05957288457166096
2003-12-20,-0.03983927139265543
2003-12-27,-0.08749969553171281
2004-01-03,-0.17542356691476363
2004-01-10,-0.15238955148930872
2004-01-17,-0.252821377332271
2004-01-24,-0.015936313334602194
2004-01-31,-0.15096005929111278
2004-02-07,0.06599004144499591
2004-02-14,0.11643397588202585
2004-02-21,-0.13884170213889363
2004-02-28,-0.08078395577583185
2004-03-06,-0.04813079369729119
2004-03-13,-0.1541874830881059
2004-03-20,-0.0076999235173091304
2004-03-27,-0.03136787634103649
2004-04-03,0.15546936590573257
2004-04-10,0.26895739813040176
2004-04-14,0.1365442069777703
2004-04-17,-0.02913099618715199
2004-04-24,-0.04069193356320516
2004-05-02,-0.3390374455383546
2004-05-08,-0.43563514518741947
2004-05-15,-0.31200508494103596
2004-05-22,-0.0999835926461153
2004-05-29,0.17866210845630934
2004-06-05,0.0763237024565041
2004-06-12,-0.10640081617108216
2004-06-19,-0.050365888647727314
2004-06-26,0.07417287939320195
2004-07-03,0.1975386793316592
2004-07-10,0.12539887994495216
2004-07-17,-0.043873700604948565
2004-07-24,-0.09662531005103092
2004-08-01,-0.039600516787170775
2004-08-07,-0.061557858515014274
2004-08-14,-0.10269337273643159
2004-08-21,0.04851085517606934
2004-08-28,0.03666654769584858
2004-09-04,0.07717923827470159
2004-09-11,0.07637929416111937
2004-09-18,0.22051219089117574
2004-09-25,0.12893913744391514
2004-10-02,0.09207706348328427
2004-10-09,0.15842200268153836
2004-10-16,-0.11341039750984444
2004-10-24,0.03482677554690267
2004-10-30,-0.12477940670898022
2004-11-06,-0.02563978315580373
2004-11-13,0.05419334113004364
2004-11-20,0.17078691431144402
2004-11-27,0.19329235812494028
2004-12-05,0.2020159866141641
2004-12-11,0.12366032453850191
2004-12-18,0.26832812245155946
2004-12-25,0.19866922223179329
2005-01-02,0.04578342032350533
2005-01-08,0.5691392761230826
2005-01-15,0.2504471812235104
2005-01-22,0.35074035408551796
2005-01-29,0.09139070840249859
2005-02-05,0.13866802198862194
2005-02-12,0.3053475466550935
2005-02-19,0.10891293252381612
2005-02-26,0.20747494648717815
2005-03-05,0.07051499490539978
2005-03-12,0.020865494518233513
2005-03-19,-0.07362221818049558
2005-03-26,-0.15761695181798147
2005-04-02,-0.01616216532252867
2005-04-09,0.030921654620519917
2005-04-16,0.01090214938221504
2005-04-23,-0.16531524019656316
2005-05-01,-0.06767409026081729
2005-05-07,0.012237420888152814
2005-05-14,-0.05096390005558554
2005-05-22,-0.11294285244695061
2005-05-28,-0.028724832971923124
2005-06-04,0.0810298454223867
2005-06-11,0.0702371925167344
2005-06-18,0.12700641408818172
2005-06-25,0.15838336031106784
2005-07-02,0.02322653452282197
2005-07-09,-0.11639000352706959
2005-07-16,0.19868954518409124
2005-07-23,0.038979403189686145
2005-07-30,0.22545307130290365
2005-08-06,0.2624404602756084
2005-08-13,0.10633258137469347
2005-08-20,-0.014606703132669485
2005-08-27,0.12226702185630635
2005-09-03,0.08808436720560987
2005-09-10,0.04417245625561568
2005-09-17,-0.036361906228960156
2005-09-24,0.11135315923943828
2005-10-01,0.09023519288358532
2005-10-08,-0.12667551434919247
2005-10-15,-0.08143617980731029
2005-10-23,-0.2955766450728163
2005-10-29,-0.1873801690754188
2005-11-05,0.10846086262341206
2005-11-12,-0.016735835564404604
2005-11-19,-0.06819060866166533
2005-11-26,0.04321365498160929
2005-12-04,-0.0028296073146491813
2005-12-11,0.3169775311653639
2005-12-17,0.2159749012308201
2005-12-24,0.012134818251470026
2006-01-01,0.024892956187237567
2006-01-07,0.9534578249641192
2006-01-14,0.4904028320718043
2006-01-21,0.1697944812216804
2006-01-28,0.212468298613504
2006-02-04,0.17482989911916763
2006-02-12,0.0373788707050657
2006-02-18,0.08461125547974957
2006-02-25,0.09563316297044112
2006-03-04,0.2136041901283699
2006-03-11,-0.09879714961088358
2006-03-18,-0.05316359231907399
2006-03-25,0.013650220232847558
2006-04-01,0.06986241808914193
2006-04-08,0.5928513143249939
2006-04-15,0.41929526362973946
2006-04-22,0.0023925158844253294
2006-04-30,-0.058909427830341185
2006-05-06,-0.060414700625238654
2006-05-13,0.077922109058878
2006-05-20,-0.37125686836601807
2006-05-27,-0.5547839466551954
2006-06-03,-0.07386344116706103
2006-06-12,-0.2623433843346749
2006-06-17,-0.23536208810359846
2006-06-24,-0.03306305420365323
2006-07-01,0.11408175076616989
2006-07-08,0.1195622617141152
2006-07-15,0.08090817591259042
2006-07-22,0.026746836103818068
2006-07-29,0.03223995123318486
2006-08-05,0.08078757302369333
2006-08-13,0.1353418579161102
2006-08-19,0.11752152915376954
2006-08-26,-0.018064438577034495
2006-09-02,-0.008783076499838834
2006-09-09,-0.010583226168170793
2006-09-16,0.0779085398112883
2006-09-23,0.3370018630022232
2006-09-30,-0.0986940072635124
2006-10-07,-0.0016455166832166045
2006-10-14,0.172391008362925
2006-10-22,0.1709066734613307
2006-10-28,0.18293547184425857
2006-11-04,0.004746259392293156
2006-11-11,0.10488101753485546
2006-11-18,-0.004024517921408441
2006-11-25,-0.1245520227025555
2006-12-02,0.1339930946986722
2006-12-10,0.04422723978085559
2006-12-16,-0.07886913729931051
2006-12-23,-0.865092896647788
2007-01-01,-0.017914825061864176
2007-01-06,-0.016432273662552316
2007-01-13,0.0803898128335725
2007-01-20,0.17056651941548517
2007-01-27,0.05828464730406934
2007-02-03,0.1205617092951984
2007-02-10,0.27096973815198794
2007-02-17,0.12040716458392438
2007-02-24,0.06832818612556993
2007-03-04,-0.018800267288803175
2007-03-10,-0.0564375791973875
2007-03-17,-0.005032413362869557
2007-03-24,0.0009710678796819201
2007-03-31,0.0927203378203362
2007-04-07,0.2433608813668596
2007-04-15,0.11849590210096844
2007-04-21,-0.022938957810213496
2007-04-28,0.0827220426311166
2007-05-06,0.2176231126573909
2007-05-12,0.0678799117281606
2007-05-19,0.2206077006105619
2007-05-26,0.27667995131649303
2007-06-02,0.335006408423565
2007-06-09,0.1912016120336453
2007-06-16,0.19522968873240715
2007-06-23,0.2753230577862367
2007-06-30,0.03944840580188853
2007-07-07,0.64434963477337
2007-07-14,0.3190138550280308
2007-07-21,0.003673598993283433
2007-07-29,0.010279497997534498
2007-08-04,-0.4357971957449687
2007-08-12,-0.35136468509074303
2007-08-18,-0.7808516917656281
2007-08-25,0.049256360773304225
2007-09-01,0.09213606033008832
2007-09-08,0.0013388721109399062
2007-09-15,-0.05382224391509142
2007-09-22,0.04073534320378336
2007-09-29,0.11078421842854838
2007-10-06,0.02488858703285107
2007-10-13,0.22292203620179582
2007-10-20,0.0016937251495578176
2007-10-27,0.04717429070098246
2007-11-03,0.042756988074313176
2007-11-10,-0.33758872297952763
2007-11-17,-0.3394258415837291
2007-11-24,-0.4792888614886411
2007-12-01,-0.004579425881894576
2007-12-09,0.0030987728935917783
2007-12-15,-0.13780508655141538
2007-12-23,-0.40964527130337064
2007-12-31,0.02771137615134186
2008-01-05,-0.19728445768848152
2008-01-12,-0.37335246210671935
2008-01-19,-0.3660950911766369
2008-01-26,-0.3513036752278296
2008-02-02,0.38015295875824573
2008-02-09,0.30396440219271503
2008-02-16,0.25638744715029643
2008-02-23,0.04679124461968966
2008-03-01,0.1187189030531695
2008-03-08,-0.1509740566286654
2008-03-15,-0.05343336037235474
2008-03-22,-0.2325017024995326
2008-03-29,0.0872684531772141
2008-04-06,-0.002196030500061452
2008-04-14,-0.03423077155931109
2008-04-19,0.1868054570284869
2008-04-26,-0.037949204369372075
2008-05-04,-0.05216599792017278
2008-05-10,0.08170616785190307
2008-05-18,0.0774533523719292
2008-05-24,0.3582474514026398
2008-05-31,-0.4075319588947589
2008-06-07,-0.3762210715426016
2008-06-14,-0.2315930469372457
2008-06-21,-0.2502177221565024
2008-06-28,-0.19936391997603597
2008-07-05,-0.3283555819595749
2008-07-12,-0.3650965068961536
2008-07-19,-0.35958696730765083
2008-07-26,-0.08448487765615201
2008-08-02,-0.1002693551276091
2008-08-09,-0.09332071516736569
2008-08-16,-0.06652097600226604
2008-08-23,-0.09667578703018906
2008-08-30,-0.05721924640529112
2008-09-06,-0.3481728952588982
2008-09-13,-0.19685682138352062
2008-09-20,-0.1267581542004845
2008-09-27,-0.07211309061943556
2008-10-04,-0.10375030429117774
2008-10-11,-0.21832648355823986
2008-10-18,0.006946602970277521
2008-10-25,-0.1627329531434386
2008-11-01,-0.04787347421603155
2008-11-08,0.07692220557573361
2008-11-15,-0.08826892488160965
2008-11-22,-0.15370248526376917
2008-11-29,-0.10778445851982756
2008-12-06,-0.1758239366935541
2008-12-13,-0.17159858872756778
2008-12-20,0.0032950881701594922
2008-12-27,-0.03697969284564698
2009-01-03,-0.06200132004268088
2009-01-10,0.056010683607417545
2009-01-17,-0.07856222755856647
2009-01-24,-0.03844639103421951
2009-01-31,-0.06205077208368974
2009-02-08,-0.01963430419926761
2009-02-14,0.02980175142839077
2009-02-21,-0.04963910811489904
2009-02-28,-0.036356551657381574
2009-03-07,-0.05106997256050442
2009-03-14,-0.003941503279130287
2009-03-21,0.024089119698793744
2009-03-28,0.10165128314364175
2009-04-05,0.06503426553671715
2009-04-14,0.13068886830184828
2009-04-18,-0.04542172937429808
2009-04-25,-0.0025666961512016556
2009-05-02,0.0776674346569918
2009-05-09,0.07596946535664591
2009-05-16,0.04601352961877656
2009-05-23,0.07043698111931573
2009-05-30,0.04786119994381029
2009-06-06,0.2563244526485312
2009-06-13,0.1412653717015508
2009-06-20,-0.060462928252515896
2009-06-27,0.07569360309931339
2009-07-06,0.0423782004490731
2009-07-11,-0.10282035350907298
2009-07-18,0.04921121074407406
2009-07-25,0.10674936801974189
2009-08-01,0.21288929631017287
2009-08-08,0.19919669750986052
2009-08-15,-0.0188170838431055
2009-08-22,-0.0946326326625178
2009-08-29,0.019740909828961716
2009-09-05,-0.03330970028720581
2009-09-12,0.36838670405542717
2009-09-19,0.21557103733574096
2009-09-26,0.06162435852978897
2009-10-03,0.1300860669145942
2009-10-10,0.2225677436731366
2009-10-17,-0.07870234412688416
2009-10-24,0.008869605088562042
2009-10-31,-0.18587358598609868
2009-11-07,-0.13633621770453117
2009-11-14,-0.088982051023652
2009-11-21,-0.0704080587263001
2009-11-28,-0.12144618317459946
2009-12-06,0.05797431725116743
2009-12-12,-0.11304819229103001
2009-12-19,-0.04574370015540954
2009-12-26,-0.0030501014229624263
2010-01-02,-0.020081379782637326
2010-01-09,0.034604717455012673
2010-01-16,0.007717840723778955
2010-01-23,-0.16935275760399887
2010-01-30,-0.09926150438196657
2010-02-06,0.010284862689833894
2010-02-13,-0.06403711895102153
2010-02-20,-0.007097920443289697
2010-02-28,0.22527814604899016
2010-03-06,0.3578581461280787
2010-03-13,0.25895812229531456
2010-03-20,0.3570990433439763
2010-03-27,0.27721445810622347
2010-04-03,0.2393308253514748
2010-04-10,0.07037749383662745
2010-04-14,-0.03446340260099091
2010-04-17,-0.11675784376872478
2010-04-24,0.032407661186049166
2010-05-02,-0.16311615692420753
2010-05-08,-0.41031710439888835
2010-05-15,-0.4544260883595312
2010-05-22,-0.6118745071625782
2010-05-29,-0.7847585799860832
2010-06-05,0.045842339987221044
2010-06-12,-0.10067301482910551
2010-06-19,0.06786374410383182
2010-06-26,0.073629123773804
2010-07-03,0.02390336404770396
